image,distortion,filename,path,detections,confidence_threshold
TCGA_CS_4941_19960909_3,gaussian_blur,TCGA_CS_4941_19960909_3_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_3_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_3,brightness_contrast,TCGA_CS_4941_19960909_3_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_3_brightness_contrast.png,2,0.25
TCGA_CS_4941_19960909_3,rotation,TCGA_CS_4941_19960909_3_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_3_rotation.png,0,0.25
TCGA_CS_4941_19960909_3,perspective_warp,TCGA_CS_4941_19960909_3_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_3_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_3,barrel_distortion,TCGA_CS_4941_19960909_3_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_3_barrel_distortion.png,2,0.25
TCGA_CS_4941_19960909_3,pixelation,TCGA_CS_4941_19960909_3_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_3_pixelation.png,0,0.25
TCGA_CS_4941_19960909_4,original,TCGA_CS_4941_19960909_4_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_4_original.png,0,0.25
TCGA_CS_4941_19960909_4,gaussian_noise,TCGA_CS_4941_19960909_4_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_4_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_4,salt_and_pepper,TCGA_CS_4941_19960909_4_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_4_salt_and_pepper.png,0,0.25
TCGA_CS_4941_19960909_4,gaussian_blur,TCGA_CS_4941_19960909_4_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_4_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_4,brightness_contrast,TCGA_CS_4941_19960909_4_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_4_brightness_contrast.png,0,0.25
TCGA_CS_4941_19960909_4,rotation,TCGA_CS_4941_19960909_4_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_4_rotation.png,0,0.25
TCGA_CS_4941_19960909_4,perspective_warp,TCGA_CS_4941_19960909_4_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_4_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_4,barrel_distortion,TCGA_CS_4941_19960909_4_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_4_barrel_distortion.png,0,0.25
TCGA_CS_4941_19960909_4,pixelation,TCGA_CS_4941_19960909_4_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_4_pixelation.png,0,0.25
TCGA_CS_4941_19960909_5,original,TCGA_CS_4941_19960909_5_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_5_original.png,0,0.25
TCGA_CS_4941_19960909_5,gaussian_noise,TCGA_CS_4941_19960909_5_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_5_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_5,salt_and_pepper,TCGA_CS_4941_19960909_5_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_5_salt_and_pepper.png,0,0.25
TCGA_CS_4941_19960909_5,gaussian_blur,TCGA_CS_4941_19960909_5_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_5_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_5,brightness_contrast,TCGA_CS_4941_19960909_5_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_5_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_5,rotation,TCGA_CS_4941_19960909_5_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_5_rotation.png,0,0.25
TCGA_CS_4941_19960909_5,perspective_warp,TCGA_CS_4941_19960909_5_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_5_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_5,barrel_distortion,TCGA_CS_4941_19960909_5_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_5_barrel_distortion.png,0,0.25
TCGA_CS_4941_19960909_5,pixelation,TCGA_CS_4941_19960909_5_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_5_pixelation.png,0,0.25
TCGA_CS_4941_19960909_6,original,TCGA_CS_4941_19960909_6_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_6_original.png,0,0.25
TCGA_CS_4941_19960909_6,gaussian_noise,TCGA_CS_4941_19960909_6_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_6_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_6,salt_and_pepper,TCGA_CS_4941_19960909_6_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_6_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_6,gaussian_blur,TCGA_CS_4941_19960909_6_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_6_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_6,brightness_contrast,TCGA_CS_4941_19960909_6_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_6_brightness_contrast.png,0,0.25
TCGA_CS_4941_19960909_6,rotation,TCGA_CS_4941_19960909_6_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_6_rotation.png,0,0.25
TCGA_CS_4941_19960909_6,perspective_warp,TCGA_CS_4941_19960909_6_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_6_perspective_warp.png,0,0.25
TCGA_CS_4941_19960909_6,barrel_distortion,TCGA_CS_4941_19960909_6_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_6_barrel_distortion.png,0,0.25
TCGA_CS_4941_19960909_6,pixelation,TCGA_CS_4941_19960909_6_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_6_pixelation.png,0,0.25
TCGA_CS_4941_19960909_7,original,TCGA_CS_4941_19960909_7_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_7_original.png,0,0.25
TCGA_CS_4941_19960909_7,gaussian_noise,TCGA_CS_4941_19960909_7_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_7_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_7,salt_and_pepper,TCGA_CS_4941_19960909_7_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_7_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_7,gaussian_blur,TCGA_CS_4941_19960909_7_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_7_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_7,brightness_contrast,TCGA_CS_4941_19960909_7_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_7_brightness_contrast.png,0,0.25
TCGA_CS_4941_19960909_7,rotation,TCGA_CS_4941_19960909_7_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_7_rotation.png,0,0.25
TCGA_CS_4941_19960909_7,perspective_warp,TCGA_CS_4941_19960909_7_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_7_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_7,barrel_distortion,TCGA_CS_4941_19960909_7_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_7_barrel_distortion.png,0,0.25
TCGA_CS_4941_19960909_7,pixelation,TCGA_CS_4941_19960909_7_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_7_pixelation.png,0,0.25
TCGA_CS_4941_19960909_8,original,TCGA_CS_4941_19960909_8_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_8_original.png,0,0.25
TCGA_CS_4941_19960909_8,gaussian_noise,TCGA_CS_4941_19960909_8_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_8_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_8,salt_and_pepper,TCGA_CS_4941_19960909_8_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_8_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_8,gaussian_blur,TCGA_CS_4941_19960909_8_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_8_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_8,brightness_contrast,TCGA_CS_4941_19960909_8_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_8_brightness_contrast.png,0,0.25
TCGA_CS_4941_19960909_8,rotation,TCGA_CS_4941_19960909_8_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_8_rotation.png,0,0.25
TCGA_CS_4941_19960909_8,perspective_warp,TCGA_CS_4941_19960909_8_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_8_perspective_warp.png,0,0.25
TCGA_CS_4941_19960909_8,barrel_distortion,TCGA_CS_4941_19960909_8_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_8_barrel_distortion.png,0,0.25
TCGA_CS_4941_19960909_8,pixelation,TCGA_CS_4941_19960909_8_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_8_pixelation.png,0,0.25
TCGA_CS_4941_19960909_9,original,TCGA_CS_4941_19960909_9_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_9_original.png,0,0.25
TCGA_CS_4941_19960909_9,gaussian_noise,TCGA_CS_4941_19960909_9_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_9_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_9,salt_and_pepper,TCGA_CS_4941_19960909_9_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_9_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_9,gaussian_blur,TCGA_CS_4941_19960909_9_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_9_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_9,brightness_contrast,TCGA_CS_4941_19960909_9_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_9_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_9,rotation,TCGA_CS_4941_19960909_9_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_9_rotation.png,0,0.25
TCGA_CS_4941_19960909_9,perspective_warp,TCGA_CS_4941_19960909_9_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_9_perspective_warp.png,0,0.25
TCGA_CS_4941_19960909_9,barrel_distortion,TCGA_CS_4941_19960909_9_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_9_barrel_distortion.png,0,0.25
TCGA_CS_4941_19960909_9,pixelation,TCGA_CS_4941_19960909_9_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_9_pixelation.png,0,0.25
TCGA_CS_4942_19970222_1,original,TCGA_CS_4942_19970222_1_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_1_original.png,1,0.25
TCGA_CS_4942_19970222_1,gaussian_noise,TCGA_CS_4942_19970222_1_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_1_gaussian_noise.png,1,0.25
TCGA_CS_4942_19970222_1,salt_and_pepper,TCGA_CS_4942_19970222_1_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_1_salt_and_pepper.png,2,0.25
TCGA_CS_4942_19970222_1,gaussian_blur,TCGA_CS_4942_19970222_1_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_1_gaussian_blur.png,1,0.25
TCGA_CS_4942_19970222_1,brightness_contrast,TCGA_CS_4942_19970222_1_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_1_brightness_contrast.png,1,0.25
TCGA_CS_4942_19970222_1,rotation,TCGA_CS_4942_19970222_1_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_1_rotation.png,1,0.25
TCGA_CS_4942_19970222_1,perspective_warp,TCGA_CS_4942_19970222_1_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_1_perspective_warp.png,1,0.25
TCGA_CS_4942_19970222_1,barrel_distortion,TCGA_CS_4942_19970222_1_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_1_barrel_distortion.png,1,0.25
TCGA_CS_4942_19970222_1,pixelation,TCGA_CS_4942_19970222_1_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_1_pixelation.png,0,0.25
TCGA_CS_4942_19970222_10,original,TCGA_CS_4942_19970222_10_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_10_original.png,1,0.25
TCGA_CS_4942_19970222_10,gaussian_noise,TCGA_CS_4942_19970222_10_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_10_gaussian_noise.png,2,0.25
TCGA_CS_4942_19970222_10,salt_and_pepper,TCGA_CS_4942_19970222_10_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_10_salt_and_pepper.png,1,0.25
TCGA_CS_4942_19970222_10,gaussian_blur,TCGA_CS_4942_19970222_10_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_10_gaussian_blur.png,1,0.25
TCGA_CS_4942_19970222_10,brightness_contrast,TCGA_CS_4942_19970222_10_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_10_brightness_contrast.png,1,0.25
TCGA_CS_4942_19970222_10,rotation,TCGA_CS_4942_19970222_10_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_10_rotation.png,1,0.25
TCGA_CS_4942_19970222_10,perspective_warp,TCGA_CS_4942_19970222_10_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_10_perspective_warp.png,1,0.25
TCGA_CS_4942_19970222_10,barrel_distortion,TCGA_CS_4942_19970222_10_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_10_barrel_distortion.png,1,0.25
TCGA_CS_4942_19970222_10,pixelation,TCGA_CS_4942_19970222_10_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_10_pixelation.png,0,0.25
TCGA_CS_4942_19970222_11,original,TCGA_CS_4942_19970222_11_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_11_original.png,1,0.25
TCGA_CS_4942_19970222_11,gaussian_noise,TCGA_CS_4942_19970222_11_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_11_gaussian_noise.png,1,0.25
TCGA_CS_4942_19970222_11,salt_and_pepper,TCGA_CS_4942_19970222_11_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_11_salt_and_pepper.png,1,0.25
TCGA_CS_4942_19970222_11,gaussian_blur,TCGA_CS_4942_19970222_11_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_11_gaussian_blur.png,0,0.25
TCGA_CS_4942_19970222_11,brightness_contrast,TCGA_CS_4942_19970222_11_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_11_brightness_contrast.png,1,0.25
TCGA_CS_4942_19970222_11,rotation,TCGA_CS_4942_19970222_11_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_11_rotation.png,1,0.25
TCGA_CS_4942_19970222_11,perspective_warp,TCGA_CS_4942_19970222_11_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_11_perspective_warp.png,1,0.25
TCGA_CS_4942_19970222_11,barrel_distortion,TCGA_CS_4942_19970222_11_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_11_barrel_distortion.png,1,0.25
TCGA_CS_4942_19970222_11,pixelation,TCGA_CS_4942_19970222_11_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_11_pixelation.png,0,0.25
TCGA_CS_4942_19970222_12,original,TCGA_CS_4942_19970222_12_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_12_original.png,1,0.25
TCGA_CS_4942_19970222_12,gaussian_noise,TCGA_CS_4942_19970222_12_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_12_gaussian_noise.png,1,0.25
TCGA_CS_4942_19970222_12,salt_and_pepper,TCGA_CS_4942_19970222_12_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_12_salt_and_pepper.png,1,0.25
TCGA_CS_4942_19970222_12,gaussian_blur,TCGA_CS_4942_19970222_12_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_12_gaussian_blur.png,1,0.25
TCGA_CS_4942_19970222_12,brightness_contrast,TCGA_CS_4942_19970222_12_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_12_brightness_contrast.png,1,0.25
TCGA_CS_4942_19970222_12,rotation,TCGA_CS_4942_19970222_12_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_12_rotation.png,0,0.25
TCGA_CS_4942_19970222_12,perspective_warp,TCGA_CS_4942_19970222_12_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_12_perspective_warp.png,1,0.25
TCGA_CS_4942_19970222_12,barrel_distortion,TCGA_CS_4942_19970222_12_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_12_barrel_distortion.png,1,0.25
TCGA_CS_4942_19970222_12,pixelation,TCGA_CS_4942_19970222_12_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_12_pixelation.png,0,0.25
TCGA_CS_4942_19970222_13,original,TCGA_CS_4942_19970222_13_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_13_original.png,1,0.25
TCGA_CS_4942_19970222_13,gaussian_noise,TCGA_CS_4942_19970222_13_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_13_gaussian_noise.png,2,0.25
TCGA_CS_4942_19970222_13,salt_and_pepper,TCGA_CS_4942_19970222_13_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_13_salt_and_pepper.png,1,0.25
TCGA_CS_4942_19970222_13,gaussian_blur,TCGA_CS_4942_19970222_13_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_13_gaussian_blur.png,0,0.25
TCGA_CS_4942_19970222_13,brightness_contrast,TCGA_CS_4942_19970222_13_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_13_brightness_contrast.png,1,0.25
TCGA_CS_4942_19970222_13,rotation,TCGA_CS_4942_19970222_13_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_13_rotation.png,1,0.25
TCGA_CS_4942_19970222_13,perspective_warp,TCGA_CS_4942_19970222_13_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_13_perspective_warp.png,0,0.25
TCGA_CS_4942_19970222_13,barrel_distortion,TCGA_CS_4942_19970222_13_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_13_barrel_distortion.png,1,0.25
TCGA_CS_4942_19970222_13,pixelation,TCGA_CS_4942_19970222_13_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_13_pixelation.png,0,0.25
TCGA_CS_4942_19970222_14,original,TCGA_CS_4942_19970222_14_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_14_original.png,1,0.25
TCGA_CS_4942_19970222_14,gaussian_noise,TCGA_CS_4942_19970222_14_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_14_gaussian_noise.png,2,0.25
TCGA_CS_4942_19970222_14,salt_and_pepper,TCGA_CS_4942_19970222_14_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_14_salt_and_pepper.png,1,0.25
TCGA_CS_4942_19970222_14,gaussian_blur,TCGA_CS_4942_19970222_14_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_14_gaussian_blur.png,0,0.25
TCGA_CS_4942_19970222_14,brightness_contrast,TCGA_CS_4942_19970222_14_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_14_brightness_contrast.png,1,0.25
TCGA_CS_4942_19970222_14,rotation,TCGA_CS_4942_19970222_14_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_14_rotation.png,0,0.25
TCGA_CS_4942_19970222_14,perspective_warp,TCGA_CS_4942_19970222_14_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_14_perspective_warp.png,0,0.25
TCGA_CS_4942_19970222_14,barrel_distortion,TCGA_CS_4942_19970222_14_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_14_barrel_distortion.png,0,0.25
TCGA_CS_4942_19970222_14,pixelation,TCGA_CS_4942_19970222_14_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_14_pixelation.png,0,0.25
TCGA_CS_4942_19970222_15,original,TCGA_CS_4942_19970222_15_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_15_original.png,1,0.25
TCGA_CS_4942_19970222_15,gaussian_noise,TCGA_CS_4942_19970222_15_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_15_gaussian_noise.png,2,0.25
TCGA_CS_4942_19970222_15,salt_and_pepper,TCGA_CS_4942_19970222_15_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_15_salt_and_pepper.png,1,0.25
TCGA_CS_4942_19970222_15,gaussian_blur,TCGA_CS_4942_19970222_15_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_15_gaussian_blur.png,1,0.25
TCGA_CS_4942_19970222_15,brightness_contrast,TCGA_CS_4942_19970222_15_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_15_brightness_contrast.png,1,0.25
TCGA_CS_4942_19970222_15,rotation,TCGA_CS_4942_19970222_15_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_15_rotation.png,0,0.25
TCGA_CS_4942_19970222_15,perspective_warp,TCGA_CS_4942_19970222_15_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_15_perspective_warp.png,0,0.25
TCGA_CS_4942_19970222_15,barrel_distortion,TCGA_CS_4942_19970222_15_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_15_barrel_distortion.png,0,0.25
TCGA_CS_4942_19970222_15,pixelation,TCGA_CS_4942_19970222_15_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_15_pixelation.png,0,0.25
TCGA_CS_4942_19970222_16,original,TCGA_CS_4942_19970222_16_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_16_original.png,0,0.25
TCGA_CS_4942_19970222_16,gaussian_noise,TCGA_CS_4942_19970222_16_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_16_gaussian_noise.png,2,0.25
TCGA_CS_4942_19970222_16,salt_and_pepper,TCGA_CS_4942_19970222_16_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_16_salt_and_pepper.png,2,0.25
TCGA_CS_4942_19970222_16,gaussian_blur,TCGA_CS_4942_19970222_16_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_16_gaussian_blur.png,1,0.25
TCGA_CS_4942_19970222_16,brightness_contrast,TCGA_CS_4942_19970222_16_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_16_brightness_contrast.png,0,0.25
TCGA_CS_4942_19970222_16,rotation,TCGA_CS_4942_19970222_16_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_16_rotation.png,0,0.25
TCGA_CS_4942_19970222_16,perspective_warp,TCGA_CS_4942_19970222_16_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_16_perspective_warp.png,0,0.25
TCGA_CS_4942_19970222_16,barrel_distortion,TCGA_CS_4942_19970222_16_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_16_barrel_distortion.png,0,0.25
TCGA_CS_4942_19970222_16,pixelation,TCGA_CS_4942_19970222_16_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_16_pixelation.png,0,0.25
TCGA_CS_4942_19970222_17,original,TCGA_CS_4942_19970222_17_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_17_original.png,1,0.25
TCGA_CS_4942_19970222_17,gaussian_noise,TCGA_CS_4942_19970222_17_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_17_gaussian_noise.png,2,0.25
TCGA_CS_4942_19970222_17,salt_and_pepper,TCGA_CS_4942_19970222_17_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_17_salt_and_pepper.png,1,0.25
TCGA_CS_4942_19970222_17,gaussian_blur,TCGA_CS_4942_19970222_17_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_17_gaussian_blur.png,1,0.25
TCGA_CS_4942_19970222_17,brightness_contrast,TCGA_CS_4942_19970222_17_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_17_brightness_contrast.png,0,0.25
TCGA_CS_4942_19970222_17,rotation,TCGA_CS_4942_19970222_17_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_17_rotation.png,1,0.25
TCGA_CS_4942_19970222_17,perspective_warp,TCGA_CS_4942_19970222_17_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_17_perspective_warp.png,0,0.25
TCGA_CS_4942_19970222_17,barrel_distortion,TCGA_CS_4942_19970222_17_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_17_barrel_distortion.png,0,0.25
TCGA_CS_4942_19970222_17,pixelation,TCGA_CS_4942_19970222_17_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_17_pixelation.png,0,0.25
TCGA_CS_4942_19970222_18,original,TCGA_CS_4942_19970222_18_original.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_18_original.png,1,0.25
TCGA_CS_4942_19970222_18,gaussian_noise,TCGA_CS_4942_19970222_18_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_18_gaussian_noise.png,1,0.25
TCGA_CS_4942_19970222_18,salt_and_pepper,TCGA_CS_4942_19970222_18_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_18_salt_and_pepper.png,1,0.25
TCGA_CS_4942_19970222_18,gaussian_blur,TCGA_CS_4942_19970222_18_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_18_gaussian_blur.png,1,0.25
TCGA_CS_4942_19970222_18,brightness_contrast,TCGA_CS_4942_19970222_18_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_18_brightness_contrast.png,1,0.25
TCGA_CS_4942_19970222_18,rotation,TCGA_CS_4942_19970222_18_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4942_19970222_18_rotation.png,0,0.25
